"species.code";"analysis";"rate";"value";"replicate"
"SOAS";"surv_random";"germination.rate";0,6;23
"SOAS";"surv_random";"seed.survival";0,373575404544883;23
"SPRU";"surv_random";"germination.rate";0,44;23
"SPRU";"surv_random";"seed.survival";0,460134261099081;23
"SUSP";"surv_random";"germination.rate";0,61;23
"SUSP";"surv_random";"seed.survival";0,483086744364289;23
"BEMA";"surv_random";"germination.rate";0,38;24
"BEMA";"surv_random";"seed.survival";0,35108268706902;24
"CETE";"surv_random";"germination.rate";0,53;24
"CETE";"surv_random";"seed.survival";0,106637180214144;24
"CHFU";"surv_random";"germination.rate";0,8;24
"CHFU";"surv_random";"seed.survival";0,367802078406497;24
"CHMI";"surv_random";"germination.rate";0,76;24
"CHMI";"surv_random";"seed.survival";0,40689465169998;24
"HOMA";"surv_random";"germination.rate";0,94;24
"HOMA";"surv_random";"seed.survival";0,293581770471943;24
"LEMA";"surv_random";"germination.rate";0,89;24
"LEMA";"surv_random";"seed.survival";0,31481330016324;24
"LYTR";"surv_random";"germination.rate";0,62;24
"LYTR";"surv_random";"seed.survival";0,534710305678908;24
"MEEL";"surv_random";"germination.rate";0,59;24
"MEEL";"surv_random";"seed.survival";0,670544998174806;24
"MESU";"surv_random";"germination.rate";0,77;24
"MESU";"surv_random";"seed.survival";0,611157486418862;24
"PAIN";"surv_random";"germination.rate";0,33;24
"PAIN";"surv_random";"seed.survival";0,63370397684379;24
"PLCO";"surv_random";"germination.rate";0,84;24
"PLCO";"surv_random";"seed.survival";0,572311433935728;24
"POMA";"surv_random";"germination.rate";0,85;24
"POMA";"surv_random";"seed.survival";0,437856208901102;24
"POMO";"surv_random";"germination.rate";0,91;24
"POMO";"surv_random";"seed.survival";0,490558356667087;24
"PUPA";"surv_random";"germination.rate";0,84;24
"PUPA";"surv_random";"seed.survival";0,563968956176499;24
"SASO";"surv_random";"germination.rate";0,52;24
"SASO";"surv_random";"seed.survival";0,25080344015353;24
"SCLA";"surv_random";"germination.rate";0,69;24
"SCLA";"surv_random";"seed.survival";0,460662113991888;24
"SOAS";"surv_random";"germination.rate";0,6;24
"SOAS";"surv_random";"seed.survival";0,373575404544883;24
"SPRU";"surv_random";"germination.rate";0,44;24
"SPRU";"surv_random";"seed.survival";0,460134261099081;24
"SUSP";"surv_random";"germination.rate";0,61;24
"SUSP";"surv_random";"seed.survival";0,483086744364289;24
"BEMA";"surv_random";"germination.rate";0,38;25
"BEMA";"surv_random";"seed.survival";0,35108268706902;25
"CETE";"surv_random";"germination.rate";0,53;25
"CETE";"surv_random";"seed.survival";0,106637180214144;25
"CHFU";"surv_random";"germination.rate";0,8;25
"CHFU";"surv_random";"seed.survival";0,367802078406497;25
"CHMI";"surv_random";"germination.rate";0,76;25
"CHMI";"surv_random";"seed.survival";0,40689465169998;25
"HOMA";"surv_random";"germination.rate";0,94;25
"HOMA";"surv_random";"seed.survival";0,293581770471943;25
"LEMA";"surv_random";"germination.rate";0,89;25
"LEMA";"surv_random";"seed.survival";0,31481330016324;25
"LYTR";"surv_random";"germination.rate";0,62;25
"LYTR";"surv_random";"seed.survival";0,534710305678908;25
"MEEL";"surv_random";"germination.rate";0,59;25
"MEEL";"surv_random";"seed.survival";0,670544998174806;25
"MESU";"surv_random";"germination.rate";0,77;25
"MESU";"surv_random";"seed.survival";0,611157486418862;25
"PAIN";"surv_random";"germination.rate";0,33;25
"PAIN";"surv_random";"seed.survival";0,63370397684379;25
"PLCO";"surv_random";"germination.rate";0,84;25
"PLCO";"surv_random";"seed.survival";0,572311433935728;25
"POMA";"surv_random";"germination.rate";0,85;25
"POMA";"surv_random";"seed.survival";0,437856208901102;25
"POMO";"surv_random";"germination.rate";0,91;25
"POMO";"surv_random";"seed.survival";0,490558356667087;25
"PUPA";"surv_random";"germination.rate";0,84;25
"PUPA";"surv_random";"seed.survival";0,563968956176499;25
"SASO";"surv_random";"germination.rate";0,52;25
"SASO";"surv_random";"seed.survival";0,25080344015353;25
"SCLA";"surv_random";"germination.rate";0,69;25
"SCLA";"surv_random";"seed.survival";0,460662113991888;25
"SOAS";"surv_random";"germination.rate";0,6;25
"SOAS";"surv_random";"seed.survival";0,373575404544883;25
"SPRU";"surv_random";"germination.rate";0,44;25
"SPRU";"surv_random";"seed.survival";0,460134261099081;25
"SUSP";"surv_random";"germination.rate";0,61;25
"SUSP";"surv_random";"seed.survival";0,483086744364289;25
"BEMA";"surv_random";"germination.rate";0,38;26
"BEMA";"surv_random";"seed.survival";0,35108268706902;26
"CETE";"surv_random";"germination.rate";0,53;26
"CETE";"surv_random";"seed.survival";0,106637180214144;26
"CHFU";"surv_random";"germination.rate";0,8;26
"CHFU";"surv_random";"seed.survival";0,367802078406497;26
"CHMI";"surv_random";"germination.rate";0,76;26
"CHMI";"surv_random";"seed.survival";0,40689465169998;26
"HOMA";"surv_random";"germination.rate";0,94;26
"HOMA";"surv_random";"seed.survival";0,293581770471943;26
"LEMA";"surv_random";"germination.rate";0,89;26
"LEMA";"surv_random";"seed.survival";0,31481330016324;26
"LYTR";"surv_random";"germination.rate";0,62;26
"LYTR";"surv_random";"seed.survival";0,534710305678908;26
"MEEL";"surv_random";"germination.rate";0,59;26
"MEEL";"surv_random";"seed.survival";0,670544998174806;26
"MESU";"surv_random";"germination.rate";0,77;26
"MESU";"surv_random";"seed.survival";0,611157486418862;26
"PAIN";"surv_random";"germination.rate";0,33;26
"PAIN";"surv_random";"seed.survival";0,63370397684379;26
"PLCO";"surv_random";"germination.rate";0,84;26
"PLCO";"surv_random";"seed.survival";0,572311433935728;26
"POMA";"surv_random";"germination.rate";0,85;26
"POMA";"surv_random";"seed.survival";0,437856208901102;26
"POMO";"surv_random";"germination.rate";0,91;26
"POMO";"surv_random";"seed.survival";0,490558356667087;26
"PUPA";"surv_random";"germination.rate";0,84;26
"PUPA";"surv_random";"seed.survival";0,563968956176499;26
"SASO";"surv_random";"germination.rate";0,52;26
"SASO";"surv_random";"seed.survival";0,25080344015353;26
"SCLA";"surv_random";"germination.rate";0,69;26
"SCLA";"surv_random";"seed.survival";0,460662113991888;26
"SOAS";"surv_random";"germination.rate";0,6;26
"SOAS";"surv_random";"seed.survival";0,373575404544883;26
"SPRU";"surv_random";"germination.rate";0,44;26
"SPRU";"surv_random";"seed.survival";0,460134261099081;26
"SUSP";"surv_random";"germination.rate";0,61;26
"SUSP";"surv_random";"seed.survival";0,483086744364289;26
"BEMA";"surv_random";"germination.rate";0,38;27
"BEMA";"surv_random";"seed.survival";0,35108268706902;27
"CETE";"surv_random";"germination.rate";0,53;27
"CETE";"surv_random";"seed.survival";0,106637180214144;27
"CHFU";"surv_random";"germination.rate";0,8;27
"CHFU";"surv_random";"seed.survival";0,367802078406497;27
"CHMI";"surv_random";"germination.rate";0,76;27
"CHMI";"surv_random";"seed.survival";0,40689465169998;27
"HOMA";"surv_random";"germination.rate";0,94;27
"HOMA";"surv_random";"seed.survival";0,293581770471943;27
"LEMA";"surv_random";"germination.rate";0,89;27
"LEMA";"surv_random";"seed.survival";0,31481330016324;27
"LYTR";"surv_random";"germination.rate";0,62;27
"LYTR";"surv_random";"seed.survival";0,534710305678908;27
"MEEL";"surv_random";"germination.rate";0,59;27
"MEEL";"surv_random";"seed.survival";0,670544998174806;27
"MESU";"surv_random";"germination.rate";0,77;27
"MESU";"surv_random";"seed.survival";0,611157486418862;27
"PAIN";"surv_random";"germination.rate";0,33;27
"PAIN";"surv_random";"seed.survival";0,63370397684379;27
"PLCO";"surv_random";"germination.rate";0,84;27
"PLCO";"surv_random";"seed.survival";0,572311433935728;27
"POMA";"surv_random";"germination.rate";0,85;27
"POMA";"surv_random";"seed.survival";0,437856208901102;27
"POMO";"surv_random";"germination.rate";0,91;27
"POMO";"surv_random";"seed.survival";0,490558356667087;27
"PUPA";"surv_random";"germination.rate";0,84;27
"PUPA";"surv_random";"seed.survival";0,563968956176499;27
"SASO";"surv_random";"germination.rate";0,52;27
"SASO";"surv_random";"seed.survival";0,25080344015353;27
"SCLA";"surv_random";"germination.rate";0,69;27
"SCLA";"surv_random";"seed.survival";0,460662113991888;27
"SOAS";"surv_random";"germination.rate";0,6;27
"SOAS";"surv_random";"seed.survival";0,373575404544883;27
"SPRU";"surv_random";"germination.rate";0,44;27
"SPRU";"surv_random";"seed.survival";0,460134261099081;27
"SUSP";"surv_random";"germination.rate";0,61;27
"SUSP";"surv_random";"seed.survival";0,483086744364289;27
"BEMA";"surv_random";"germination.rate";0,38;28
"BEMA";"surv_random";"seed.survival";0,35108268706902;28
"CETE";"surv_random";"germination.rate";0,53;28
"CETE";"surv_random";"seed.survival";0,106637180214144;28
"CHFU";"surv_random";"germination.rate";0,8;28
"CHFU";"surv_random";"seed.survival";0,367802078406497;28
"CHMI";"surv_random";"germination.rate";0,76;28
"CHMI";"surv_random";"seed.survival";0,40689465169998;28
"HOMA";"surv_random";"germination.rate";0,94;28
"HOMA";"surv_random";"seed.survival";0,293581770471943;28
"LEMA";"surv_random";"germination.rate";0,89;28
"LEMA";"surv_random";"seed.survival";0,31481330016324;28
"LYTR";"surv_random";"germination.rate";0,62;28
"LYTR";"surv_random";"seed.survival";0,534710305678908;28
"MEEL";"surv_random";"germination.rate";0,59;28
"MEEL";"surv_random";"seed.survival";0,670544998174806;28
"MESU";"surv_random";"germination.rate";0,77;28
"MESU";"surv_random";"seed.survival";0,611157486418862;28
"PAIN";"surv_random";"germination.rate";0,33;28
"PAIN";"surv_random";"seed.survival";0,63370397684379;28
"PLCO";"surv_random";"germination.rate";0,84;28
"PLCO";"surv_random";"seed.survival";0,572311433935728;28
"POMA";"surv_random";"germination.rate";0,85;28
"POMA";"surv_random";"seed.survival";0,437856208901102;28
"POMO";"surv_random";"germination.rate";0,91;28
"POMO";"surv_random";"seed.survival";0,490558356667087;28
"PUPA";"surv_random";"germination.rate";0,84;28
"PUPA";"surv_random";"seed.survival";0,563968956176499;28
"SASO";"surv_random";"germination.rate";0,52;28
"SASO";"surv_random";"seed.survival";0,25080344015353;28
"SCLA";"surv_random";"germination.rate";0,69;28
"SCLA";"surv_random";"seed.survival";0,460662113991888;28
"SOAS";"surv_random";"germination.rate";0,6;28
"SOAS";"surv_random";"seed.survival";0,373575404544883;28
"SPRU";"surv_random";"germination.rate";0,44;28
"SPRU";"surv_random";"seed.survival";0,460134261099081;28
"SUSP";"surv_random";"germination.rate";0,61;28
"SUSP";"surv_random";"seed.survival";0,483086744364289;28
"BEMA";"surv_random";"germination.rate";0,38;29
"BEMA";"surv_random";"seed.survival";0,35108268706902;29
"CETE";"surv_random";"germination.rate";0,53;29
"CETE";"surv_random";"seed.survival";0,106637180214144;29
"CHFU";"surv_random";"germination.rate";0,8;29
"CHFU";"surv_random";"seed.survival";0,367802078406497;29
"CHMI";"surv_random";"germination.rate";0,76;29
"CHMI";"surv_random";"seed.survival";0,40689465169998;29
"HOMA";"surv_random";"germination.rate";0,94;29
"HOMA";"surv_random";"seed.survival";0,293581770471943;29
"LEMA";"surv_random";"germination.rate";0,89;29
"LEMA";"surv_random";"seed.survival";0,31481330016324;29
"LYTR";"surv_random";"germination.rate";0,62;29
"LYTR";"surv_random";"seed.survival";0,534710305678908;29
"MEEL";"surv_random";"germination.rate";0,59;29
"MEEL";"surv_random";"seed.survival";0,670544998174806;29
"MESU";"surv_random";"germination.rate";0,77;29
"MESU";"surv_random";"seed.survival";0,611157486418862;29
"PAIN";"surv_random";"germination.rate";0,33;29
"PAIN";"surv_random";"seed.survival";0,63370397684379;29
"PLCO";"surv_random";"germination.rate";0,84;29
"PLCO";"surv_random";"seed.survival";0,572311433935728;29
"POMA";"surv_random";"germination.rate";0,85;29
"POMA";"surv_random";"seed.survival";0,437856208901102;29
"POMO";"surv_random";"germination.rate";0,91;29
"POMO";"surv_random";"seed.survival";0,490558356667087;29
"PUPA";"surv_random";"germination.rate";0,84;29
"PUPA";"surv_random";"seed.survival";0,563968956176499;29
"SASO";"surv_random";"germination.rate";0,52;29
"SASO";"surv_random";"seed.survival";0,25080344015353;29
"SCLA";"surv_random";"germination.rate";0,69;29
"SCLA";"surv_random";"seed.survival";0,460662113991888;29
"SOAS";"surv_random";"germination.rate";0,6;29
"SOAS";"surv_random";"seed.survival";0,373575404544883;29
"SPRU";"surv_random";"germination.rate";0,44;29
"SPRU";"surv_random";"seed.survival";0,460134261099081;29
"SUSP";"surv_random";"germination.rate";0,61;29
"SUSP";"surv_random";"seed.survival";0,483086744364289;29
"BEMA";"surv_random";"germination.rate";0,38;30
"BEMA";"surv_random";"seed.survival";0,35108268706902;30
"CETE";"surv_random";"germination.rate";0,53;30
"CETE";"surv_random";"seed.survival";0,106637180214144;30
"CHFU";"surv_random";"germination.rate";0,8;30
"CHFU";"surv_random";"seed.survival";0,367802078406497;30
"CHMI";"surv_random";"germination.rate";0,76;30
"CHMI";"surv_random";"seed.survival";0,40689465169998;30
"HOMA";"surv_random";"germination.rate";0,94;30
"HOMA";"surv_random";"seed.survival";0,293581770471943;30
"LEMA";"surv_random";"germination.rate";0,89;30
"LEMA";"surv_random";"seed.survival";0,31481330016324;30
"LYTR";"surv_random";"germination.rate";0,62;30
"LYTR";"surv_random";"seed.survival";0,534710305678908;30
"MEEL";"surv_random";"germination.rate";0,59;30
"MEEL";"surv_random";"seed.survival";0,670544998174806;30
"MESU";"surv_random";"germination.rate";0,77;30
"MESU";"surv_random";"seed.survival";0,611157486418862;30
"PAIN";"surv_random";"germination.rate";0,33;30
"PAIN";"surv_random";"seed.survival";0,63370397684379;30
"PLCO";"surv_random";"germination.rate";0,84;30
"PLCO";"surv_random";"seed.survival";0,572311433935728;30
"POMA";"surv_random";"germination.rate";0,85;30
"POMA";"surv_random";"seed.survival";0,437856208901102;30
"POMO";"surv_random";"germination.rate";0,91;30
"POMO";"surv_random";"seed.survival";0,490558356667087;30
"PUPA";"surv_random";"germination.rate";0,84;30
"PUPA";"surv_random";"seed.survival";0,563968956176499;30
"SASO";"surv_random";"germination.rate";0,52;30
"SASO";"surv_random";"seed.survival";0,25080344015353;30
"SCLA";"surv_random";"germination.rate";0,69;30
"SCLA";"surv_random";"seed.survival";0,460662113991888;30
"SOAS";"surv_random";"germination.rate";0,6;30
"SOAS";"surv_random";"seed.survival";0,373575404544883;30
"SPRU";"surv_random";"germination.rate";0,44;30
"SPRU";"surv_random";"seed.survival";0,460134261099081;30
"SUSP";"surv_random";"germination.rate";0,61;30
"SUSP";"surv_random";"seed.survival";0,483086744364289;30
"BEMA";"surv_random";"germination.rate";0,38;31
"BEMA";"surv_random";"seed.survival";0,35108268706902;31
"CETE";"surv_random";"germination.rate";0,53;31
"CETE";"surv_random";"seed.survival";0,106637180214144;31
"CHFU";"surv_random";"germination.rate";0,8;31
"CHFU";"surv_random";"seed.survival";0,367802078406497;31
"CHMI";"surv_random";"germination.rate";0,76;31
"CHMI";"surv_random";"seed.survival";0,40689465169998;31
"HOMA";"surv_random";"germination.rate";0,94;31
"HOMA";"surv_random";"seed.survival";0,293581770471943;31
"LEMA";"surv_random";"germination.rate";0,89;31
"LEMA";"surv_random";"seed.survival";0,31481330016324;31
"LYTR";"surv_random";"germination.rate";0,62;31
"LYTR";"surv_random";"seed.survival";0,534710305678908;31
"MEEL";"surv_random";"germination.rate";0,59;31
"MEEL";"surv_random";"seed.survival";0,670544998174806;31
"MESU";"surv_random";"germination.rate";0,77;31
"MESU";"surv_random";"seed.survival";0,611157486418862;31
"PAIN";"surv_random";"germination.rate";0,33;31
"PAIN";"surv_random";"seed.survival";0,63370397684379;31
"PLCO";"surv_random";"germination.rate";0,84;31
"PLCO";"surv_random";"seed.survival";0,572311433935728;31
"POMA";"surv_random";"germination.rate";0,85;31
"POMA";"surv_random";"seed.survival";0,437856208901102;31
"POMO";"surv_random";"germination.rate";0,91;31
"POMO";"surv_random";"seed.survival";0,490558356667087;31
"PUPA";"surv_random";"germination.rate";0,84;31
"PUPA";"surv_random";"seed.survival";0,563968956176499;31
"SASO";"surv_random";"germination.rate";0,52;31
"SASO";"surv_random";"seed.survival";0,25080344015353;31
"SCLA";"surv_random";"germination.rate";0,69;31
"SCLA";"surv_random";"seed.survival";0,460662113991888;31
"SOAS";"surv_random";"germination.rate";0,6;31
"SOAS";"surv_random";"seed.survival";0,373575404544883;31
"SPRU";"surv_random";"germination.rate";0,44;31
"SPRU";"surv_random";"seed.survival";0,460134261099081;31
"SUSP";"surv_random";"germination.rate";0,61;31
"SUSP";"surv_random";"seed.survival";0,483086744364289;31
"BEMA";"surv_random";"germination.rate";0,38;32
"BEMA";"surv_random";"seed.survival";0,35108268706902;32
"CETE";"surv_random";"germination.rate";0,53;32
"CETE";"surv_random";"seed.survival";0,106637180214144;32
"CHFU";"surv_random";"germination.rate";0,8;32
"CHFU";"surv_random";"seed.survival";0,367802078406497;32
"CHMI";"surv_random";"germination.rate";0,76;32
"CHMI";"surv_random";"seed.survival";0,40689465169998;32
"HOMA";"surv_random";"germination.rate";0,94;32
"HOMA";"surv_random";"seed.survival";0,293581770471943;32
"LEMA";"surv_random";"germination.rate";0,89;32
"LEMA";"surv_random";"seed.survival";0,31481330016324;32
"LYTR";"surv_random";"germination.rate";0,62;32
"LYTR";"surv_random";"seed.survival";0,534710305678908;32
"MEEL";"surv_random";"germination.rate";0,59;32
"MEEL";"surv_random";"seed.survival";0,670544998174806;32
"MESU";"surv_random";"germination.rate";0,77;32
"MESU";"surv_random";"seed.survival";0,611157486418862;32
"PAIN";"surv_random";"germination.rate";0,33;32
"PAIN";"surv_random";"seed.survival";0,63370397684379;32
"PLCO";"surv_random";"germination.rate";0,84;32
"PLCO";"surv_random";"seed.survival";0,572311433935728;32
"POMA";"surv_random";"germination.rate";0,85;32
"POMA";"surv_random";"seed.survival";0,437856208901102;32
"POMO";"surv_random";"germination.rate";0,91;32
"POMO";"surv_random";"seed.survival";0,490558356667087;32
"PUPA";"surv_random";"germination.rate";0,84;32
"PUPA";"surv_random";"seed.survival";0,563968956176499;32
"SASO";"surv_random";"germination.rate";0,52;32
"SASO";"surv_random";"seed.survival";0,25080344015353;32
"SCLA";"surv_random";"germination.rate";0,69;32
"SCLA";"surv_random";"seed.survival";0,460662113991888;32
"SOAS";"surv_random";"germination.rate";0,6;32
"SOAS";"surv_random";"seed.survival";0,373575404544883;32
"SPRU";"surv_random";"germination.rate";0,44;32
"SPRU";"surv_random";"seed.survival";0,460134261099081;32
"SUSP";"surv_random";"germination.rate";0,61;32
"SUSP";"surv_random";"seed.survival";0,483086744364289;32
"BEMA";"surv_random";"germination.rate";0,38;33
"BEMA";"surv_random";"seed.survival";0,35108268706902;33
"CETE";"surv_random";"germination.rate";0,53;33
"CETE";"surv_random";"seed.survival";0,106637180214144;33
"CHFU";"surv_random";"germination.rate";0,8;33
"CHFU";"surv_random";"seed.survival";0,367802078406497;33
"CHMI";"surv_random";"germination.rate";0,76;33
"CHMI";"surv_random";"seed.survival";0,40689465169998;33
"HOMA";"surv_random";"germination.rate";0,94;33
"HOMA";"surv_random";"seed.survival";0,293581770471943;33
"LEMA";"surv_random";"germination.rate";0,89;33
"LEMA";"surv_random";"seed.survival";0,31481330016324;33
"LYTR";"surv_random";"germination.rate";0,62;33
"LYTR";"surv_random";"seed.survival";0,534710305678908;33
"MEEL";"surv_random";"germination.rate";0,59;33
"MEEL";"surv_random";"seed.survival";0,670544998174806;33
"MESU";"surv_random";"germination.rate";0,77;33
"MESU";"surv_random";"seed.survival";0,611157486418862;33
"PAIN";"surv_random";"germination.rate";0,33;33
"PAIN";"surv_random";"seed.survival";0,63370397684379;33
"PLCO";"surv_random";"germination.rate";0,84;33
"PLCO";"surv_random";"seed.survival";0,572311433935728;33
"POMA";"surv_random";"germination.rate";0,85;33
"POMA";"surv_random";"seed.survival";0,437856208901102;33
"POMO";"surv_random";"germination.rate";0,91;33
"POMO";"surv_random";"seed.survival";0,490558356667087;33
"PUPA";"surv_random";"germination.rate";0,84;33
"PUPA";"surv_random";"seed.survival";0,563968956176499;33
"SASO";"surv_random";"germination.rate";0,52;33
"SASO";"surv_random";"seed.survival";0,25080344015353;33
"SCLA";"surv_random";"germination.rate";0,69;33
"SCLA";"surv_random";"seed.survival";0,460662113991888;33
"SOAS";"surv_random";"germination.rate";0,6;33
"SOAS";"surv_random";"seed.survival";0,373575404544883;33
"SPRU";"surv_random";"germination.rate";0,44;33
"SPRU";"surv_random";"seed.survival";0,460134261099081;33
"SUSP";"surv_random";"germination.rate";0,61;33
"SUSP";"surv_random";"seed.survival";0,483086744364289;33
"BEMA";"surv_random";"germination.rate";0,38;34
"BEMA";"surv_random";"seed.survival";0,35108268706902;34
"CETE";"surv_random";"germination.rate";0,53;34
"CETE";"surv_random";"seed.survival";0,106637180214144;34
"CHFU";"surv_random";"germination.rate";0,8;34
"CHFU";"surv_random";"seed.survival";0,367802078406497;34
"CHMI";"surv_random";"germination.rate";0,76;34
"CHMI";"surv_random";"seed.survival";0,40689465169998;34
"HOMA";"surv_random";"germination.rate";0,94;34
"HOMA";"surv_random";"seed.survival";0,293581770471943;34
"LEMA";"surv_random";"germination.rate";0,89;34
"LEMA";"surv_random";"seed.survival";0,31481330016324;34
"LYTR";"surv_random";"germination.rate";0,62;34
"LYTR";"surv_random";"seed.survival";0,534710305678908;34
"MEEL";"surv_random";"germination.rate";0,59;34
"MEEL";"surv_random";"seed.survival";0,670544998174806;34
"MESU";"surv_random";"germination.rate";0,77;34
"MESU";"surv_random";"seed.survival";0,611157486418862;34
"PAIN";"surv_random";"germination.rate";0,33;34
"PAIN";"surv_random";"seed.survival";0,63370397684379;34
"PLCO";"surv_random";"germination.rate";0,84;34
"PLCO";"surv_random";"seed.survival";0,572311433935728;34
"POMA";"surv_random";"germination.rate";0,85;34
"POMA";"surv_random";"seed.survival";0,437856208901102;34
"POMO";"surv_random";"germination.rate";0,91;34
"POMO";"surv_random";"seed.survival";0,490558356667087;34
"PUPA";"surv_random";"germination.rate";0,84;34
"PUPA";"surv_random";"seed.survival";0,563968956176499;34
"SASO";"surv_random";"germination.rate";0,52;34
"SASO";"surv_random";"seed.survival";0,25080344015353;34
"SCLA";"surv_random";"germination.rate";0,69;34
"SCLA";"surv_random";"seed.survival";0,460662113991888;34
"SOAS";"surv_random";"germination.rate";0,6;34
"SOAS";"surv_random";"seed.survival";0,373575404544883;34
"SPRU";"surv_random";"germination.rate";0,44;34
"SPRU";"surv_random";"seed.survival";0,460134261099081;34
"SUSP";"surv_random";"germination.rate";0,61;34
"SUSP";"surv_random";"seed.survival";0,483086744364289;34
"BEMA";"surv_random";"germination.rate";0,38;35
"BEMA";"surv_random";"seed.survival";0,35108268706902;35
"CETE";"surv_random";"germination.rate";0,53;35
"CETE";"surv_random";"seed.survival";0,106637180214144;35
"CHFU";"surv_random";"germination.rate";0,8;35
"CHFU";"surv_random";"seed.survival";0,367802078406497;35
"CHMI";"surv_random";"germination.rate";0,76;35
"CHMI";"surv_random";"seed.survival";0,40689465169998;35
"HOMA";"surv_random";"germination.rate";0,94;35
"HOMA";"surv_random";"seed.survival";0,293581770471943;35
"LEMA";"surv_random";"germination.rate";0,89;35
"LEMA";"surv_random";"seed.survival";0,31481330016324;35
"LYTR";"surv_random";"germination.rate";0,62;35
"LYTR";"surv_random";"seed.survival";0,534710305678908;35
"MEEL";"surv_random";"germination.rate";0,59;35
"MEEL";"surv_random";"seed.survival";0,670544998174806;35
"MESU";"surv_random";"germination.rate";0,77;35
"MESU";"surv_random";"seed.survival";0,611157486418862;35
"PAIN";"surv_random";"germination.rate";0,33;35
"PAIN";"surv_random";"seed.survival";0,63370397684379;35
"PLCO";"surv_random";"germination.rate";0,84;35
"PLCO";"surv_random";"seed.survival";0,572311433935728;35
"POMA";"surv_random";"germination.rate";0,85;35
"POMA";"surv_random";"seed.survival";0,437856208901102;35
"POMO";"surv_random";"germination.rate";0,91;35
"POMO";"surv_random";"seed.survival";0,490558356667087;35
"PUPA";"surv_random";"germination.rate";0,84;35
"PUPA";"surv_random";"seed.survival";0,563968956176499;35
"SASO";"surv_random";"germination.rate";0,52;35
"SASO";"surv_random";"seed.survival";0,25080344015353;35
"SCLA";"surv_random";"germination.rate";0,69;35
"SCLA";"surv_random";"seed.survival";0,460662113991888;35
"SOAS";"surv_random";"germination.rate";0,6;35
"SOAS";"surv_random";"seed.survival";0,373575404544883;35
"SPRU";"surv_random";"germination.rate";0,44;35
"SPRU";"surv_random";"seed.survival";0,460134261099081;35
"SUSP";"surv_random";"germination.rate";0,61;35
"SUSP";"surv_random";"seed.survival";0,483086744364289;35
"BEMA";"surv_random";"germination.rate";0,38;36
"BEMA";"surv_random";"seed.survival";0,35108268706902;36
"CETE";"surv_random";"germination.rate";0,53;36
"CETE";"surv_random";"seed.survival";0,106637180214144;36
"CHFU";"surv_random";"germination.rate";0,8;36
"CHFU";"surv_random";"seed.survival";0,367802078406497;36
"CHMI";"surv_random";"germination.rate";0,76;36
"CHMI";"surv_random";"seed.survival";0,40689465169998;36
"HOMA";"surv_random";"germination.rate";0,94;36
"HOMA";"surv_random";"seed.survival";0,293581770471943;36
"LEMA";"surv_random";"germination.rate";0,89;36
"LEMA";"surv_random";"seed.survival";0,31481330016324;36
"LYTR";"surv_random";"germination.rate";0,62;36
"LYTR";"surv_random";"seed.survival";0,534710305678908;36
"MEEL";"surv_random";"germination.rate";0,59;36
"MEEL";"surv_random";"seed.survival";0,670544998174806;36
"MESU";"surv_random";"germination.rate";0,77;36
"MESU";"surv_random";"seed.survival";0,611157486418862;36
"PAIN";"surv_random";"germination.rate";0,33;36
"PAIN";"surv_random";"seed.survival";0,63370397684379;36
"PLCO";"surv_random";"germination.rate";0,84;36
"PLCO";"surv_random";"seed.survival";0,572311433935728;36
"POMA";"surv_random";"germination.rate";0,85;36
"POMA";"surv_random";"seed.survival";0,437856208901102;36
"POMO";"surv_random";"germination.rate";0,91;36
"POMO";"surv_random";"seed.survival";0,490558356667087;36
"PUPA";"surv_random";"germination.rate";0,84;36
"PUPA";"surv_random";"seed.survival";0,563968956176499;36
"SASO";"surv_random";"germination.rate";0,52;36
"SASO";"surv_random";"seed.survival";0,25080344015353;36
"SCLA";"surv_random";"germination.rate";0,69;36
"SCLA";"surv_random";"seed.survival";0,460662113991888;36
"SOAS";"surv_random";"germination.rate";0,6;36
"SOAS";"surv_random";"seed.survival";0,373575404544883;36
"SPRU";"surv_random";"germination.rate";0,44;36
"SPRU";"surv_random";"seed.survival";0,460134261099081;36
"SUSP";"surv_random";"germination.rate";0,61;36
"SUSP";"surv_random";"seed.survival";0,483086744364289;36
"BEMA";"surv_random";"germination.rate";0,38;37
"BEMA";"surv_random";"seed.survival";0,35108268706902;37
"CETE";"surv_random";"germination.rate";0,53;37
"CETE";"surv_random";"seed.survival";0,106637180214144;37
"CHFU";"surv_random";"germination.rate";0,8;37
"CHFU";"surv_random";"seed.survival";0,367802078406497;37
"CHMI";"surv_random";"germination.rate";0,76;37
"CHMI";"surv_random";"seed.survival";0,40689465169998;37
"HOMA";"surv_random";"germination.rate";0,94;37
"HOMA";"surv_random";"seed.survival";0,293581770471943;37
"LEMA";"surv_random";"germination.rate";0,89;37
"LEMA";"surv_random";"seed.survival";0,31481330016324;37
"LYTR";"surv_random";"germination.rate";0,62;37
"LYTR";"surv_random";"seed.survival";0,534710305678908;37
"MEEL";"surv_random";"germination.rate";0,59;37
"MEEL";"surv_random";"seed.survival";0,670544998174806;37
"MESU";"surv_random";"germination.rate";0,77;37
"MESU";"surv_random";"seed.survival";0,611157486418862;37
"PAIN";"surv_random";"germination.rate";0,33;37
"PAIN";"surv_random";"seed.survival";0,63370397684379;37
"PLCO";"surv_random";"germination.rate";0,84;37
"PLCO";"surv_random";"seed.survival";0,572311433935728;37
